observation,age,value,region,sex
Diabetes -> DiabeticRetinopathy,30_39,0.005112116416196306,Andean Latin America,F
Diabetes -> DiabeticRetinopathy,40_49,0.005083691362584809,Andean Latin America,F
Diabetes -> DiabeticRetinopathy,50_59,0.005461185101953138,Andean Latin America,F
Diabetes -> DiabeticRetinopathy,60_69,0.008884622454606727,Andean Latin America,F
Diabetes -> DiabeticRetinopathy,70_79,0.005499721247005289,Andean Latin America,F
Diabetes -> DiabeticRetinopathy,80_100,0.007352637448882647,Andean Latin America,F
Diabetes -> LowerExtrmAmpt,0_4,0.0,Andean Latin America,F
Diabetes -> LowerExtrmAmpt,5_9,0.0,Andean Latin America,F
Diabetes -> LowerExtrmAmpt,10_14,5.37605505080372e-05,Andean Latin America,F
Diabetes -> LowerExtrmAmpt,15_19,0.001159274193548387,Andean Latin America,F
Diabetes -> LowerExtrmAmpt,20_24,0.0021833024823199963,Andean Latin America,F
Diabetes -> LowerExtrmAmpt,25_29,0.002604597320985613,Andean Latin America,F
Diabetes -> LowerExtrmAmpt,30_39,0.003389403212930153,Andean Latin America,F
Diabetes -> LowerExtrmAmpt,40_49,0.0006123758237912868,Andean Latin America,F
Diabetes -> LowerExtrmAmpt,50_59,0.00039657622525529596,Andean Latin America,F
Diabetes -> LowerExtrmAmpt,60_69,0.0033087559486121606,Andean Latin America,F
Diabetes -> LowerExtrmAmpt,70_79,0.007413322886374253,Andean Latin America,F
Diabetes -> LowerExtrmAmpt,80_100,0.00950059895080342,Andean Latin America,F
Diabetes -> DiabeticNephropathy,0_4,0.0,Andean Latin America,F
Diabetes -> DiabeticNephropathy,5_9,0.0,Andean Latin America,F
Diabetes -> DiabeticNephropathy,10_14,0.014,Andean Latin America,F
Diabetes -> DiabeticNephropathy,15_19,0.014,Andean Latin America,F
Diabetes -> DiabeticNephropathy,20_24,0.014,Andean Latin America,F
Diabetes -> DiabeticNephropathy,25_29,0.014,Andean Latin America,F
Diabetes -> DiabeticNephropathy,30_39,0.014,Andean Latin America,F
Diabetes -> DiabeticNephropathy,40_49,0.014,Andean Latin America,F
Diabetes -> DiabeticNephropathy,50_59,0.014,Andean Latin America,F
Diabetes -> DiabeticNephropathy,60_69,0.014,Andean Latin America,F
Diabetes -> DiabeticNephropathy,70_79,0.014,Andean Latin America,F
Diabetes -> DiabeticNephropathy,80_100,0.014,Andean Latin America,F
Prevalence -> Diabetes,0_4,0.0044395,Andean Latin America,F
Prevalence -> Diabetes,5_9,0.0045078,Andean Latin America,F
Prevalence -> Diabetes,10_14,0.0046444,Andean Latin America,F
Prevalence -> Diabetes,15_19,0.005054200000000001,Andean Latin America,F
Prevalence -> Diabetes,20_24,0.005805500000000001,Andean Latin America,F
Prevalence -> Diabetes,25_29,0.007376400000000001,Andean Latin America,F
Prevalence -> Diabetes,30_39,0.0124989,Andean Latin America,F
Prevalence -> Diabetes,40_49,0.023563500000000005,Andean Latin America,F
Prevalence -> Diabetes,50_59,0.0393408,Andean Latin America,F
Prevalence -> Diabetes,60_69,0.0508835,Andean Latin America,F
Prevalence -> Diabetes,70_79,0.0575086,Andean Latin America,F
Prevalence -> Diabetes,80_100,0.0966445,Andean Latin America,F
DiabeticRetinopathy -> Disability,0_4,0.338,Andean Latin America,F
DiabeticRetinopathy -> Disability,5_9,0.338,Andean Latin America,F
DiabeticRetinopathy -> Disability,10_14,0.338,Andean Latin America,F
DiabeticRetinopathy -> Disability,15_19,0.338,Andean Latin America,F
DiabeticRetinopathy -> Disability,20_24,0.338,Andean Latin America,F
DiabeticRetinopathy -> Disability,25_29,0.338,Andean Latin America,F
DiabeticRetinopathy -> Disability,30_39,0.338,Andean Latin America,F
DiabeticRetinopathy -> Disability,40_49,0.338,Andean Latin America,F
DiabeticRetinopathy -> Disability,50_59,0.338,Andean Latin America,F
DiabeticRetinopathy -> Disability,60_69,0.338,Andean Latin America,F
DiabeticRetinopathy -> Disability,70_79,0.338,Andean Latin America,F
DiabeticRetinopathy -> Disability,80_100,0.338,Andean Latin America,F
DiabeticRetinopathy -> Deceased,0_4,0.0,Andean Latin America,F
DiabeticRetinopathy -> Deceased,5_9,0.0,Andean Latin America,F
DiabeticRetinopathy -> Deceased,10_14,0.0,Andean Latin America,F
DiabeticRetinopathy -> Deceased,15_19,0.0,Andean Latin America,F
DiabeticRetinopathy -> Deceased,20_24,0.0002,Andean Latin America,F
DiabeticRetinopathy -> Deceased,25_29,0.0011,Andean Latin America,F
DiabeticRetinopathy -> Deceased,30_39,0.004,Andean Latin America,F
DiabeticRetinopathy -> Deceased,40_49,0.0078,Andean Latin America,F
DiabeticRetinopathy -> Deceased,50_59,0.0141,Andean Latin America,F
DiabeticRetinopathy -> Deceased,60_69,0.0186,Andean Latin America,F
DiabeticRetinopathy -> Deceased,70_79,0.0322,Andean Latin America,F
DiabeticRetinopathy -> Deceased,80_100,0.0802,Andean Latin America,F
Prevalence -> DiabeticRetinopathy,0_4,0.0,Andean Latin America,F
Prevalence -> DiabeticRetinopathy,5_9,0.0,Andean Latin America,F
Prevalence -> DiabeticRetinopathy,10_14,0.0003,Andean Latin America,F
Prevalence -> DiabeticRetinopathy,15_19,0.0007,Andean Latin America,F
Prevalence -> DiabeticRetinopathy,20_24,0.001,Andean Latin America,F
Prevalence -> DiabeticRetinopathy,25_29,0.001,Andean Latin America,F
Prevalence -> DiabeticRetinopathy,30_39,0.0014,Andean Latin America,F
Prevalence -> DiabeticRetinopathy,40_49,0.0027,Andean Latin America,F
Prevalence -> DiabeticRetinopathy,50_59,0.0045,Andean Latin America,F
Prevalence -> DiabeticRetinopathy,60_69,0.0085,Andean Latin America,F
Prevalence -> DiabeticRetinopathy,70_79,0.0117,Andean Latin America,F
Prevalence -> DiabeticRetinopathy,80_100,0.0123,Andean Latin America,F
LowerExtrmAmpt -> Disability,0_4,0.164,Andean Latin America,F
LowerExtrmAmpt -> Disability,5_9,0.164,Andean Latin America,F
LowerExtrmAmpt -> Disability,10_14,0.164,Andean Latin America,F
LowerExtrmAmpt -> Disability,15_19,0.164,Andean Latin America,F
LowerExtrmAmpt -> Disability,20_24,0.164,Andean Latin America,F
LowerExtrmAmpt -> Disability,25_29,0.164,Andean Latin America,F
LowerExtrmAmpt -> Disability,30_39,0.164,Andean Latin America,F
LowerExtrmAmpt -> Disability,40_49,0.164,Andean Latin America,F
LowerExtrmAmpt -> Disability,50_59,0.164,Andean Latin America,F
LowerExtrmAmpt -> Disability,60_69,0.164,Andean Latin America,F
LowerExtrmAmpt -> Disability,70_79,0.164,Andean Latin America,F
LowerExtrmAmpt -> Disability,80_100,0.164,Andean Latin America,F
LowerExtrmAmpt -> Deceased,0_4,0.0,Andean Latin America,F
LowerExtrmAmpt -> Deceased,5_9,0.0,Andean Latin America,F
LowerExtrmAmpt -> Deceased,10_14,0.0,Andean Latin America,F
LowerExtrmAmpt -> Deceased,15_19,0.0,Andean Latin America,F
LowerExtrmAmpt -> Deceased,20_24,0.0002,Andean Latin America,F
LowerExtrmAmpt -> Deceased,25_29,0.0011,Andean Latin America,F
LowerExtrmAmpt -> Deceased,30_39,0.0042,Andean Latin America,F
LowerExtrmAmpt -> Deceased,40_49,0.0077,Andean Latin America,F
LowerExtrmAmpt -> Deceased,50_59,0.0139,Andean Latin America,F
LowerExtrmAmpt -> Deceased,60_69,0.0191,Andean Latin America,F
LowerExtrmAmpt -> Deceased,70_79,0.0333,Andean Latin America,F
LowerExtrmAmpt -> Deceased,80_100,0.0835,Andean Latin America,F
Prevalence -> LowerExtrmAmpt,0_4,0.0,Andean Latin America,F
Prevalence -> LowerExtrmAmpt,5_9,0.0,Andean Latin America,F
Prevalence -> LowerExtrmAmpt,10_14,0.0,Andean Latin America,F
Prevalence -> LowerExtrmAmpt,15_19,0.0,Andean Latin America,F
Prevalence -> LowerExtrmAmpt,20_24,0.0001,Andean Latin America,F
Prevalence -> LowerExtrmAmpt,25_29,0.0002,Andean Latin America,F
Prevalence -> LowerExtrmAmpt,30_39,0.0006,Andean Latin America,F
Prevalence -> LowerExtrmAmpt,40_49,0.001,Andean Latin America,F
Prevalence -> LowerExtrmAmpt,50_59,0.001,Andean Latin America,F
Prevalence -> LowerExtrmAmpt,60_69,0.0019,Andean Latin America,F
Prevalence -> LowerExtrmAmpt,70_79,0.005,Andean Latin America,F
Prevalence -> LowerExtrmAmpt,80_100,0.011,Andean Latin America,F
Disability -> Disability,0_4,0.0,Andean Latin America,F
Disability -> Disability,5_9,0.0,Andean Latin America,F
Disability -> Disability,10_14,0.0,Andean Latin America,F
Disability -> Disability,15_19,0.0,Andean Latin America,F
Disability -> Disability,20_24,0.0,Andean Latin America,F
Disability -> Disability,25_29,0.0,Andean Latin America,F
Disability -> Disability,30_39,0.0,Andean Latin America,F
Disability -> Disability,40_49,0.0,Andean Latin America,F
Disability -> Disability,50_59,0.0,Andean Latin America,F
Disability -> Disability,60_69,0.0,Andean Latin America,F
Disability -> Disability,70_79,0.0,Andean Latin America,F
Disability -> Disability,80_100,0.0,Andean Latin America,F
StdGlycControl -> DiabeticRetinopathy,0_4,-75.0,Andean Latin America,F
StdGlycControl -> DiabeticRetinopathy,5_9,-75.0,Andean Latin America,F
StdGlycControl -> DiabeticRetinopathy,10_14,-75.0,Andean Latin America,F
StdGlycControl -> DiabeticRetinopathy,15_19,-75.0,Andean Latin America,F
StdGlycControl -> DiabeticRetinopathy,20_24,-75.0,Andean Latin America,F
StdGlycControl -> DiabeticRetinopathy,25_29,-75.0,Andean Latin America,F
StdGlycControl -> DiabeticRetinopathy,30_39,-75.0,Andean Latin America,F
StdGlycControl -> DiabeticRetinopathy,40_49,-75.0,Andean Latin America,F
StdGlycControl -> DiabeticRetinopathy,50_59,-75.0,Andean Latin America,F
StdGlycControl -> DiabeticRetinopathy,60_69,-75.0,Andean Latin America,F
StdGlycControl -> DiabeticRetinopathy,70_79,-75.0,Andean Latin America,F
StdGlycControl -> DiabeticRetinopathy,80_100,-75.0,Andean Latin America,F
StdGlycControl -> LowerExtrmAmpt,0_4,-28.6,Andean Latin America,F
StdGlycControl -> LowerExtrmAmpt,5_9,-28.6,Andean Latin America,F
StdGlycControl -> LowerExtrmAmpt,10_14,-28.6,Andean Latin America,F
StdGlycControl -> LowerExtrmAmpt,15_19,-28.6,Andean Latin America,F
StdGlycControl -> LowerExtrmAmpt,20_24,-28.6,Andean Latin America,F
StdGlycControl -> LowerExtrmAmpt,25_29,-28.6,Andean Latin America,F
StdGlycControl -> LowerExtrmAmpt,30_39,-28.6,Andean Latin America,F
StdGlycControl -> LowerExtrmAmpt,40_49,-28.6,Andean Latin America,F
StdGlycControl -> LowerExtrmAmpt,50_59,-28.6,Andean Latin America,F
StdGlycControl -> LowerExtrmAmpt,60_69,-28.6,Andean Latin America,F
StdGlycControl -> LowerExtrmAmpt,70_79,-28.6,Andean Latin America,F
StdGlycControl -> LowerExtrmAmpt,80_100,-28.6,Andean Latin America,F
StdGlycControl -> DiabeticNephropathy,0_4,-39.0,Andean Latin America,F
StdGlycControl -> DiabeticNephropathy,5_9,-39.0,Andean Latin America,F
StdGlycControl -> DiabeticNephropathy,10_14,-39.0,Andean Latin America,F
StdGlycControl -> DiabeticNephropathy,15_19,-39.0,Andean Latin America,F
StdGlycControl -> DiabeticNephropathy,20_24,-39.0,Andean Latin America,F
StdGlycControl -> DiabeticNephropathy,25_29,-39.0,Andean Latin America,F
StdGlycControl -> DiabeticNephropathy,30_39,-39.0,Andean Latin America,F
StdGlycControl -> DiabeticNephropathy,40_49,-39.0,Andean Latin America,F
StdGlycControl -> DiabeticNephropathy,50_59,-39.0,Andean Latin America,F
StdGlycControl -> DiabeticNephropathy,60_69,-39.0,Andean Latin America,F
StdGlycControl -> DiabeticNephropathy,70_79,-39.0,Andean Latin America,F
StdGlycControl -> DiabeticNephropathy,80_100,-39.0,Andean Latin America,F
IntsvGlycControl -> DiabeticRetinopathy,0_4,-65.0,Andean Latin America,F
IntsvGlycControl -> DiabeticRetinopathy,5_9,-65.0,Andean Latin America,F
IntsvGlycControl -> DiabeticRetinopathy,10_14,-65.0,Andean Latin America,F
IntsvGlycControl -> DiabeticRetinopathy,15_19,-65.0,Andean Latin America,F
IntsvGlycControl -> DiabeticRetinopathy,20_24,-65.0,Andean Latin America,F
IntsvGlycControl -> DiabeticRetinopathy,25_29,-65.0,Andean Latin America,F
IntsvGlycControl -> DiabeticRetinopathy,30_39,-65.0,Andean Latin America,F
IntsvGlycControl -> DiabeticRetinopathy,40_49,-65.0,Andean Latin America,F
IntsvGlycControl -> DiabeticRetinopathy,50_59,-65.0,Andean Latin America,F
IntsvGlycControl -> DiabeticRetinopathy,60_69,-65.0,Andean Latin America,F
IntsvGlycControl -> DiabeticRetinopathy,70_79,-65.0,Andean Latin America,F
IntsvGlycControl -> DiabeticRetinopathy,80_100,-65.0,Andean Latin America,F
IntsvGlycControl -> LowerExtrmAmpt,0_4,-15.1,Andean Latin America,F
IntsvGlycControl -> LowerExtrmAmpt,5_9,-15.1,Andean Latin America,F
IntsvGlycControl -> LowerExtrmAmpt,10_14,-15.1,Andean Latin America,F
IntsvGlycControl -> LowerExtrmAmpt,15_19,-15.1,Andean Latin America,F
IntsvGlycControl -> LowerExtrmAmpt,20_24,-15.1,Andean Latin America,F
IntsvGlycControl -> LowerExtrmAmpt,25_29,-15.1,Andean Latin America,F
IntsvGlycControl -> LowerExtrmAmpt,30_39,-15.1,Andean Latin America,F
IntsvGlycControl -> LowerExtrmAmpt,40_49,-15.1,Andean Latin America,F
IntsvGlycControl -> LowerExtrmAmpt,50_59,-15.1,Andean Latin America,F
IntsvGlycControl -> LowerExtrmAmpt,60_69,-15.1,Andean Latin America,F
IntsvGlycControl -> LowerExtrmAmpt,70_79,-15.1,Andean Latin America,F
IntsvGlycControl -> LowerExtrmAmpt,80_100,-15.1,Andean Latin America,F
IntsvGlycControl -> DiabeticNephropathy,0_4,-39.0,Andean Latin America,F
IntsvGlycControl -> DiabeticNephropathy,5_9,-39.0,Andean Latin America,F
IntsvGlycControl -> DiabeticNephropathy,10_14,-39.0,Andean Latin America,F
IntsvGlycControl -> DiabeticNephropathy,15_19,-39.0,Andean Latin America,F
IntsvGlycControl -> DiabeticNephropathy,20_24,-39.0,Andean Latin America,F
IntsvGlycControl -> DiabeticNephropathy,25_29,-39.0,Andean Latin America,F
IntsvGlycControl -> DiabeticNephropathy,30_39,-39.0,Andean Latin America,F
IntsvGlycControl -> DiabeticNephropathy,40_49,-39.0,Andean Latin America,F
IntsvGlycControl -> DiabeticNephropathy,50_59,-39.0,Andean Latin America,F
IntsvGlycControl -> DiabeticNephropathy,60_69,-39.0,Andean Latin America,F
IntsvGlycControl -> DiabeticNephropathy,70_79,-39.0,Andean Latin America,F
IntsvGlycControl -> DiabeticNephropathy,80_100,-39.0,Andean Latin America,F
RetinopathyScrn -> DiabeticRetinopathy,0_4,-20.0,Andean Latin America,F
RetinopathyScrn -> DiabeticRetinopathy,5_9,-20.0,Andean Latin America,F
RetinopathyScrn -> DiabeticRetinopathy,10_14,-20.0,Andean Latin America,F
RetinopathyScrn -> DiabeticRetinopathy,15_19,-20.0,Andean Latin America,F
RetinopathyScrn -> DiabeticRetinopathy,20_24,-20.0,Andean Latin America,F
RetinopathyScrn -> DiabeticRetinopathy,25_29,-20.0,Andean Latin America,F
RetinopathyScrn -> DiabeticRetinopathy,30_39,-20.0,Andean Latin America,F
RetinopathyScrn -> DiabeticRetinopathy,40_49,-20.0,Andean Latin America,F
RetinopathyScrn -> DiabeticRetinopathy,50_59,-20.0,Andean Latin America,F
RetinopathyScrn -> DiabeticRetinopathy,60_69,-20.0,Andean Latin America,F
RetinopathyScrn -> DiabeticRetinopathy,70_79,-20.0,Andean Latin America,F
RetinopathyScrn -> DiabeticRetinopathy,80_100,-20.0,Andean Latin America,F
NeuropathyScr -> LowerExtrmAmpt,0_4,-35.0,Andean Latin America,F
NeuropathyScr -> LowerExtrmAmpt,5_9,-35.0,Andean Latin America,F
NeuropathyScr -> LowerExtrmAmpt,10_14,-35.0,Andean Latin America,F
NeuropathyScr -> LowerExtrmAmpt,15_19,-35.0,Andean Latin America,F
NeuropathyScr -> LowerExtrmAmpt,20_24,-35.0,Andean Latin America,F
NeuropathyScr -> LowerExtrmAmpt,25_29,-35.0,Andean Latin America,F
NeuropathyScr -> LowerExtrmAmpt,30_39,-35.0,Andean Latin America,F
NeuropathyScr -> LowerExtrmAmpt,40_49,-35.0,Andean Latin America,F
NeuropathyScr -> LowerExtrmAmpt,50_59,-35.0,Andean Latin America,F
NeuropathyScr -> LowerExtrmAmpt,60_69,-35.0,Andean Latin America,F
NeuropathyScr -> LowerExtrmAmpt,70_79,-35.0,Andean Latin America,F
NeuropathyScr -> LowerExtrmAmpt,80_100,-35.0,Andean Latin America,F
NephropathyScr -> DiabeticNephropathy,0_4,-24.0,Andean Latin America,F
NephropathyScr -> DiabeticNephropathy,5_9,-24.0,Andean Latin America,F
NephropathyScr -> DiabeticNephropathy,10_14,-24.0,Andean Latin America,F
NephropathyScr -> DiabeticNephropathy,15_19,-24.0,Andean Latin America,F
NephropathyScr -> DiabeticNephropathy,20_24,-24.0,Andean Latin America,F
NephropathyScr -> DiabeticNephropathy,25_29,-24.0,Andean Latin America,F
NephropathyScr -> DiabeticNephropathy,30_39,-24.0,Andean Latin America,F
NephropathyScr -> DiabeticNephropathy,40_49,-24.0,Andean Latin America,F
NephropathyScr -> DiabeticNephropathy,50_59,-24.0,Andean Latin America,F
NephropathyScr -> DiabeticNephropathy,60_69,-24.0,Andean Latin America,F
NephropathyScr -> DiabeticNephropathy,70_79,-24.0,Andean Latin America,F
NephropathyScr -> DiabeticNephropathy,80_100,-24.0,Andean Latin America,F
DiabeticNephropathy -> Disability,0_4,0.338,Andean Latin America,F
DiabeticNephropathy -> Disability,5_9,0.338,Andean Latin America,F
DiabeticNephropathy -> Disability,10_14,0.338,Andean Latin America,F
DiabeticNephropathy -> Disability,15_19,0.338,Andean Latin America,F
DiabeticNephropathy -> Disability,20_24,0.338,Andean Latin America,F
DiabeticNephropathy -> Disability,25_29,0.338,Andean Latin America,F
DiabeticNephropathy -> Disability,30_39,0.338,Andean Latin America,F
DiabeticNephropathy -> Disability,40_49,0.338,Andean Latin America,F
DiabeticNephropathy -> Disability,50_59,0.338,Andean Latin America,F
DiabeticNephropathy -> Disability,60_69,0.338,Andean Latin America,F
DiabeticNephropathy -> Disability,70_79,0.338,Andean Latin America,F
DiabeticNephropathy -> Disability,80_100,0.338,Andean Latin America,F
DiabeticNephropathy -> Deceased,0_4,0.0,Andean Latin America,F
DiabeticNephropathy -> Deceased,5_9,0.0,Andean Latin America,F
DiabeticNephropathy -> Deceased,10_14,0.0,Andean Latin America,F
DiabeticNephropathy -> Deceased,15_19,0.0,Andean Latin America,F
DiabeticNephropathy -> Deceased,20_24,0.00036770769071018885,Andean Latin America,F
DiabeticNephropathy -> Deceased,25_29,0.0014708307628407554,Andean Latin America,F
DiabeticNephropathy -> Deceased,30_39,0.0038609307524569833,Andean Latin America,F
DiabeticNephropathy -> Deceased,40_49,0.0071702999688486825,Andean Latin America,F
DiabeticNephropathy -> Deceased,50_59,0.012869769174856611,Andean Latin America,F
DiabeticNephropathy -> Deceased,60_69,0.016730699927313596,Andean Latin America,F
DiabeticNephropathy -> Deceased,70_79,0.030335884483590585,Andean Latin America,F
DiabeticNephropathy -> Deceased,80_100,0.0762993458223642,Andean Latin America,F
Prevalence -> DiabeticNephropathy,0_4,0.00428,Andean Latin America,F
Prevalence -> DiabeticNephropathy,5_9,0.00428,Andean Latin America,F
Prevalence -> DiabeticNephropathy,10_14,0.00436,Andean Latin America,F
Prevalence -> DiabeticNephropathy,15_19,0.004560000000000001,Andean Latin America,F
Prevalence -> DiabeticNephropathy,20_24,0.00496,Andean Latin America,F
Prevalence -> DiabeticNephropathy,25_29,0.006200000000000001,Andean Latin America,F
Prevalence -> DiabeticNephropathy,30_39,0.011000000000000001,Andean Latin America,F
Prevalence -> DiabeticNephropathy,40_49,0.020680000000000004,Andean Latin America,F
Prevalence -> DiabeticNephropathy,50_59,0.03332,Andean Latin America,F
Prevalence -> DiabeticNephropathy,60_69,0.04012,Andean Latin America,F
Prevalence -> DiabeticNephropathy,70_79,0.04916,Andean Latin America,F
Prevalence -> DiabeticNephropathy,80_100,0.08984,Andean Latin America,F
DsFreeSus -> Disability,0_4,0.021689887496815694,Australasia,M
DsFreeSus -> Disability,5_9,0.03399371162309513,Australasia,M
DsFreeSus -> Disability,10_14,0.046297535749374556,Australasia,M
DsFreeSus -> Disability,15_19,0.058601359875653986,Australasia,M
DsFreeSus -> Disability,20_24,0.07090518400193341,Australasia,M
DsFreeSus -> Disability,25_29,0.08320900812821284,Australasia,M
DsFreeSus -> Disability,30_39,0.10166474431763199,Australasia,M
DsFreeSus -> Disability,40_49,0.12627239257019085,Australasia,M
